stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
0155,,"Ikšķiles iela",,56.90482,24.20966,https://saraksti.lv/#stop/0155,,
0154,,"Ikšķiles iela",,56.90477,24.21006,https://saraksti.lv/#stop/0154,,
0248,,"Lokomotīves iela",,56.90799,24.20377,https://saraksti.lv/#stop/0248,,
0249,,"Lokomotīves iela",,56.90786,24.20378,https://saraksti.lv/#stop/0249,,
0502,,"Mūzikas skola",,56.91559,24.18970,https://saraksti.lv/#stop/0502,,
0402,,"Rušonu iela",,56.91646,24.18842,https://saraksti.lv/#stop/0402,,
0425,,"Šķirotavas stacija",,56.90260,24.21408,https://saraksti.lv/#stop/0425,,
0426,,"Šķirotavas stacija",,56.90313,24.21333,https://saraksti.lv/#stop/0426,,
2083,,"Bultu iela",,56.90999,24.19486,https://saraksti.lv/#stop/2083,,
2089,,"Bultu iela",,56.90904,24.19607,https://saraksti.lv/#stop/2089,,
2091,,"Ikšķiles iela",,56.90425,24.20854,https://saraksti.lv/#stop/2091,,
2084,,"Malnavas iela",,56.91253,24.19111,https://saraksti.lv/#stop/2084,,
2088,,"Malnavas iela",,56.91153,24.19252,https://saraksti.lv/#stop/2088,,
2082,,"Plostu iela",,56.90675,24.20026,https://saraksti.lv/#stop/2082,,
2090,,"Plostu iela",,56.90627,24.20143,https://saraksti.lv/#stop/2090,,
2081,,"Prūšu iela",,56.90459,24.20812,https://saraksti.lv/#stop/2081,,
2087,,"Rušonu iela",,56.91439,24.18579,https://saraksti.lv/#stop/2087,,
2085,,"Rušonu iela",,56.91527,24.18553,https://saraksti.lv/#stop/2085,,
0199,,"""Kuzņecovs""",,56.92423,24.17851,https://saraksti.lv/#stop/0199,,
0200,,"""Kuzņecovs""",,56.92474,24.17812,https://saraksti.lv/#stop/0200,,
0171,,"Jāņavārti",,56.91994,24.18381,https://saraksti.lv/#stop/0171,,
0172,,"Jāņavārti",,56.91945,24.18469,https://saraksti.lv/#stop/0172,,
0403,,"Rušonu iela",,56.91769,24.18695,https://saraksti.lv/#stop/0403,,
0723,,"Višķu iela",,56.89919,24.21493,https://saraksti.lv/#stop/0723,,
0299,,"Višķu iela 3",,56.89776,24.21248,https://saraksti.lv/#stop/0299,,
0300,,"Višķu iela/trol. galapunkts",,56.90014,24.21653,https://saraksti.lv/#stop/0300,,
2137,,"Višķu iela",,56.89980,24.21582,https://saraksti.lv/#stop/2137,,
0611,,"Ķīpsala",,56.94991,24.08708,https://saraksti.lv/#stop/0611,,
0642,,"Ķīpsala",,56.94921,24.08672,https://saraksti.lv/#stop/0642,,
0730,,"Matrožu iela",,56.96335,24.07984,https://saraksti.lv/#stop/0730,,
1809,,"Ģipša iela",,56.95912,24.08248,https://saraksti.lv/#stop/1809,,
1810,,"Ģipša iela",,56.95910,24.08197,https://saraksti.lv/#stop/1810,,
